CUSTOMER_ID,DATE_OF_SESSION,PRODUCT_ID,PRICE,RECORD_SOURCE,LOAD_DATETIME
C17,2020-12-11 03:55:32.219 +0000,P25,11806,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C17,2020-12-11 03:55:32.219 +0000,P27,19934,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C18,2020-12-11 13:13:32.219 +0000,P28,1618,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C18,2020-12-11 13:13:32.219 +0000,P33,19030,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C20,2020-12-11 11:05:32.219 +0000,P31,13803,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C20,2020-12-11 11:05:32.219 +0000,P29,6073,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C20,2020-12-11 11:05:32.219 +0000,P31,13763,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C23,2020-12-10 20:09:32.219 +0000,P34,1988,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C23,2020-12-10 20:09:32.219 +0000,P40,1254,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C23,2020-12-10 20:09:32.219 +0000,P52,7436,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C24,2020-12-10 17:53:32.219 +0000,P35,10515,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C24,2020-12-10 17:53:32.219 +0000,P34,1527,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C26,2020-12-10 23:17:32.219 +0000,P06,9622,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C33,2020-12-11 10:37:32.219 +0000,P27,17387,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C33,2020-12-11 10:37:32.219 +0000,P25,16484,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C34,2020-12-11 05:09:32.219 +0000,P10,9561,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C34,2020-12-11 05:09:32.219 +0000,P12,19115,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C34,2020-12-11 05:09:32.219 +0000,P10,16852,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C50,2020-12-10 20:57:32.219 +0000,P32,15636,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C52,2020-12-11 12:47:32.219 +0000,P33,7781,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C52,2020-12-11 12:47:32.219 +0000,P29,7062,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C53,2020-12-10 21:56:32.219 +0000,P24,11457,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C62,2020-12-10 22:18:32.219 +0000,P53,10055,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C62,2020-12-10 22:18:32.219 +0000,P39,19723,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C62,2020-12-10 22:18:32.219 +0000,P48,17735,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C73,2020-12-11 08:47:32.219 +0000,P30,9139,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C73,2020-12-11 08:47:32.219 +0000,P33,17015,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C75,2020-12-11 04:47:32.219 +0000,P31,11485,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C78,2020-12-11 11:11:32.219 +0000,P29,16895,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C78,2020-12-11 11:11:32.219 +0000,P30,7557,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C79,2020-12-11 08:23:32.219 +0000,P30,7277,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C79,2020-12-11 08:23:32.219 +0000,P30,9702,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C79,2020-12-11 08:23:32.219 +0000,P32,10341,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C80,2020-12-10 20:58:32.219 +0000,P07,11640,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C83,2020-12-11 13:32:32.219 +0000,P28,3121,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C83,2020-12-11 13:32:32.219 +0000,P31,13182,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C83,2020-12-11 13:32:32.219 +0000,P32,17653,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C99,2020-12-11 06:08:32.219 +0000,P24,11925,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C105,2020-12-11 06:13:32.219 +0000,P21,3385,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C105,2020-12-11 06:13:32.219 +0000,P22,2329,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C118,2020-12-11 00:42:32.219 +0000,P24,8369,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C120,2020-12-11 14:03:32.219 +0000,P02,9538,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C123,2020-12-11 04:03:32.219 +0000,P02,4888,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C123,2020-12-11 04:03:32.219 +0000,P05,9010,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C123,2020-12-11 04:03:32.219 +0000,P01,13939,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C128,2020-12-11 08:53:32.219 +0000,P23,5910,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C131,2020-12-11 05:48:32.219 +0000,P27,5625,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C131,2020-12-11 05:48:32.219 +0000,P26,5596,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C135,2020-12-11 00:48:32.219 +0000,P19,7669,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C135,2020-12-11 00:48:32.219 +0000,P15,5286,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C135,2020-12-11 00:48:32.219 +0000,P23,17342,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C2,2020-12-11 19:55:32.219 +0000,P14,12268,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C2,2020-12-11 19:55:32.219 +0000,P12,6585,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C11,2020-12-12 12:39:32.219 +0000,P29,13840,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C11,2020-12-12 12:39:32.219 +0000,P29,18370,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C11,2020-12-12 12:39:32.219 +0000,P29,9999,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C16,2020-12-12 05:14:32.219 +0000,P47,18051,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C16,2020-12-12 05:14:32.219 +0000,P39,16904,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C21,2020-12-12 03:19:32.219 +0000,P25,1691,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C24,2020-12-12 09:40:32.219 +0000,P49,10980,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C24,2020-12-12 09:40:32.219 +0000,P47,16351,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C27,2020-12-12 00:19:32.219 +0000,P49,17460,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C27,2020-12-12 00:19:32.219 +0000,P36,13032,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C41,2020-12-11 20:52:32.219 +0000,P27,18601,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C41,2020-12-11 20:52:32.219 +0000,P26,16028,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C41,2020-12-11 20:52:32.219 +0000,P27,12886,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C48,2020-12-12 08:07:32.219 +0000,P07,8074,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C48,2020-12-12 08:07:32.219 +0000,P12,3042,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C50,2020-12-12 09:17:32.219 +0000,P04,10864,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C50,2020-12-12 09:17:32.219 +0000,P06,10213,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C54,2020-12-12 03:08:32.219 +0000,P15,7013,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C54,2020-12-12 03:08:32.219 +0000,P16,2149,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C56,2020-12-12 01:20:32.219 +0000,P20,12723,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C57,2020-12-12 02:44:32.219 +0000,P04,1190,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C57,2020-12-12 02:44:32.219 +0000,P04,10324,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C57,2020-12-12 02:44:32.219 +0000,P04,3631,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C61,2020-12-11 18:24:32.219 +0000,P06,17798,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C69,2020-12-12 09:10:32.219 +0000,P42,17768,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C69,2020-12-12 09:10:32.219 +0000,P49,7191,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C69,2020-12-12 09:10:32.219 +0000,P39,15651,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C80,2020-12-12 14:02:32.219 +0000,P19,2003,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C80,2020-12-12 14:02:32.219 +0000,P15,11703,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C80,2020-12-12 14:02:32.219 +0000,P19,12792,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C81,2020-12-12 11:50:32.219 +0000,P03,11687,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C81,2020-12-12 11:50:32.219 +0000,P02,7867,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C85,2020-12-12 07:42:32.219 +0000,P19,16555,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C87,2020-12-11 21:11:32.219 +0000,P35,10618,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C87,2020-12-11 21:11:32.219 +0000,P50,13795,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C87,2020-12-11 21:11:32.219 +0000,P50,13676,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C90,2020-12-11 23:43:32.219 +0000,P34,9144,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C90,2020-12-11 23:43:32.219 +0000,P52,1226,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C90,2020-12-11 23:43:32.219 +0000,P38,10276,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C96,2020-12-12 01:02:32.219 +0000,P16,11384,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C96,2020-12-12 01:02:32.219 +0000,P20,18764,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C97,2020-12-12 01:39:32.219 +0000,P22,9043,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C97,2020-12-12 01:39:32.219 +0000,P18,12046,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C103,2020-12-12 03:09:32.219 +0000,P41,4570,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C103,2020-12-12 03:09:32.219 +0000,P48,4877,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C103,2020-12-12 03:09:32.219 +0000,P51,11527,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C104,2020-12-11 20:48:32.219 +0000,P14,15670,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C104,2020-12-11 20:48:32.219 +0000,P08,14842,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C114,2020-12-12 06:03:32.219 +0000,P35,15990,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C114,2020-12-12 06:03:32.219 +0000,P38,5855,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C114,2020-12-12 06:03:32.219 +0000,P41,14528,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C115,2020-12-12 06:28:32.219 +0000,P22,560,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C118,2020-12-11 22:03:32.219 +0000,P26,13014,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C121,2020-12-12 11:02:32.219 +0000,P22,966,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C124,2020-12-12 12:48:32.219 +0000,P45,12909,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C124,2020-12-12 12:48:32.219 +0000,P48,14472,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C124,2020-12-12 12:48:32.219 +0000,P39,14043,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C126,2020-12-12 08:05:32.219 +0000,P27,14242,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C126,2020-12-12 08:05:32.219 +0000,P26,16542,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C126,2020-12-12 08:05:32.219 +0000,P24,9114,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C131,2020-12-12 14:00:32.219 +0000,P26,9468,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C136,2020-12-12 05:10:32.219 +0000,P16,3574,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C136,2020-12-12 05:10:32.219 +0000,P23,4818,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C137,2020-12-11 23:47:32.219 +0000,P27,8516,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C137,2020-12-11 23:47:32.219 +0000,P27,14064,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C137,2020-12-11 23:47:32.219 +0000,P24,9772,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C8,2020-12-13 06:13:32.219 +0000,P26,18220,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C8,2020-12-13 06:13:32.219 +0000,P24,17115,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C11,2020-12-13 07:43:32.219 +0000,P38,1859,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C13,2020-12-12 22:35:32.219 +0000,P21,6525,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C13,2020-12-12 22:35:32.219 +0000,P18,4624,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C15,2020-12-13 01:49:32.219 +0000,P26,2011,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C15,2020-12-13 01:49:32.219 +0000,P25,17137,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C31,2020-12-12 18:54:32.219 +0000,P26,19187,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C31,2020-12-12 18:54:32.219 +0000,P26,2136,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C31,2020-12-12 18:54:32.219 +0000,P24,10869,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C52,2020-12-12 20:53:32.219 +0000,P28,16241,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C52,2020-12-12 20:53:32.219 +0000,P29,1539,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C52,2020-12-12 20:53:32.219 +0000,P31,18178,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C61,2020-12-12 23:27:32.219 +0000,P19,13958,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C64,2020-12-13 05:32:32.219 +0000,P53,10427,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C64,2020-12-13 05:32:32.219 +0000,P34,10448,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C64,2020-12-13 05:32:32.219 +0000,P38,7672,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C73,2020-12-13 04:31:32.219 +0000,P50,661,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C73,2020-12-13 04:31:32.219 +0000,P50,16479,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C73,2020-12-13 04:31:32.219 +0000,P40,9040,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C77,2020-12-13 08:56:32.219 +0000,P04,6660,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C77,2020-12-13 08:56:32.219 +0000,P04,2311,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C80,2020-12-13 10:32:32.219 +0000,P17,6670,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C80,2020-12-13 10:32:32.219 +0000,P15,19422,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C80,2020-12-13 10:32:32.219 +0000,P17,15545,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C87,2020-12-13 11:51:32.219 +0000,P46,1687,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C91,2020-12-12 23:11:32.219 +0000,P26,12157,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C91,2020-12-12 23:11:32.219 +0000,P27,12986,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C91,2020-12-12 23:11:32.219 +0000,P27,3433,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C95,2020-12-13 07:15:32.219 +0000,P32,12226,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C95,2020-12-13 07:15:32.219 +0000,P28,1208,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C98,2020-12-12 21:14:32.219 +0000,P24,6391,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C98,2020-12-12 21:14:32.219 +0000,P27,3560,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C98,2020-12-12 21:14:32.219 +0000,P27,3167,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C99,2020-12-13 08:05:32.219 +0000,P24,18662,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C99,2020-12-13 08:05:32.219 +0000,P24,4017,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C103,2020-12-12 20:19:32.219 +0000,P35,10794,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C103,2020-12-12 20:19:32.219 +0000,P40,3760,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C127,2020-12-13 09:53:32.219 +0000,P50,5298,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C18,2020-12-14 00:18:32.219 +0000,P28,14379,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C18,2020-12-14 00:18:32.219 +0000,P33,11280,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C20,2020-12-14 10:24:32.219 +0000,P27,3015,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C20,2020-12-14 10:24:32.219 +0000,P26,5546,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C21,2020-12-13 18:00:32.219 +0000,P30,4141,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C21,2020-12-13 18:00:32.219 +0000,P33,15275,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C21,2020-12-13 18:00:32.219 +0000,P28,6803,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C31,2020-12-14 06:14:32.219 +0000,P47,3486,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C33,2020-12-14 03:06:32.219 +0000,P27,1084,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C33,2020-12-14 03:06:32.219 +0000,P25,10279,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C41,2020-12-13 18:40:32.219 +0000,P33,6941,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C49,2020-12-14 01:33:32.219 +0000,P31,4770,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
C49,2020-12-14 01:33:32.219 +0000,P28,9396,ALL_TRANSACTIONS,2021-10-15 14:47:45.048 +0100
